Season,Team1ID,Team2ID,T1Win,T1PPG,T1FG%,T1FT%,T1Ast,T1Def,T1ORating,T1DRating,T2PPG,T2FG%,T2FT%,T2Ast,T2Def,T2ORating,T2DRating,T1_Seed,T2_Seed,SeedDiff,T1_Rank,T2_Rank,RankDiff
2003,1190,1448,0.0,76.352,0.43,38.018,10.518,15.982,100.826,96.942,73.707,0.426,41.595,11.793,13.146,105.193,96.194,15,2,15,135.758,10.515,125.24300000000001
2003,1196,1277,0.0,70.302,0.46,32.896,16.164,8.62,108.519,88.91,69.008,0.461,35.358,13.25,8.175,107.682,92.581,2,7,-5,7.557,37.473,-29.915999999999997
2003,1196,1358,1.0,70.302,0.46,32.896,16.164,8.62,108.519,88.91,63.212,0.396,36.788,12.731,9.25,92.384,85.514,2,15,-15,7.557,123.802,-116.245
2003,1211,1112,0.0,80.916,0.454,38.366,15.816,8.666,112.875,102.936,84.578,0.458,43.301,18.042,13.097,111.26,93.396,9,1,8,41.429,1.794,39.635000000000005
2003,1211,1153,1.0,80.916,0.454,38.366,15.816,8.666,112.875,102.936,68.408,0.402,35.148,12.704,11.204,103.55,96.9,9,8,1,41.429,36.473,4.956000000000003
2003,1221,1266,0.0,68.893,0.454,35.304,14.785,8.732,111.154,99.856,78.96,0.484,35.04,15.76,9.4,116.852,103.63,14,3,15,67.176,10.278,56.898
2003,1228,1323,0.0,68.966,0.437,37.317,15.884,11.05,104.115,91.351,74.923,0.434,38.25,14.023,11.113,103.096,95.502,4,5,-1,12.32,20.608,-8.288
2003,1228,1443,1.0,68.966,0.437,37.317,15.884,11.05,104.115,91.351,66.634,0.422,35.384,12.05,10.85,103.661,95.297,4,13,-9,12.32,59.055,-46.735
2003,1231,1104,1.0,65.016,0.42,32.172,13.906,6.89,106.298,96.502,65.423,0.419,33.231,12.519,9.25,105.508,99.734,7,10,-3,42.495,33.549,8.945999999999998
2003,1231,1338,0.0,65.016,0.42,32.172,13.906,6.89,106.298,96.502,76.339,0.522,33.752,18.046,12.77,116.916,91.825,7,2,5,42.495,6.474,36.021
2003,1237,1246,0.0,68.15,0.417,32.334,11.716,8.934,96.645,91.272,76.39,0.49,35.89,15.094,11.953,113.184,92.292,16,1,15,157.363,1.845,155.518
2003,1242,1112,1.0,81.166,0.498,41.768,17.042,13.881,111.868,93.143,84.578,0.458,43.301,18.042,13.097,111.26,93.396,2,1,1,6.052,1.794,4.257999999999999
2003,1242,1113,1.0,81.166,0.498,41.768,17.042,13.881,111.868,93.143,78.286,0.475,35.446,15.09,10.446,112.766,98.23,2,10,-8,6.052,35.0,-28.948
2003,1242,1181,1.0,81.166,0.498,41.768,17.042,13.881,111.868,93.143,76.988,0.456,34.908,11.696,15.925,108.816,90.742,2,3,-1,6.052,12.144,-6.0920000000000005
2003,1242,1266,1.0,81.166,0.498,41.768,17.042,13.881,111.868,93.143,78.96,0.484,35.04,15.76,9.4,116.852,103.63,2,3,-1,6.052,10.278,-4.226000000000001
2003,1242,1393,0.0,81.166,0.498,41.768,17.042,13.881,111.868,93.143,78.857,0.492,39.369,15.042,15.572,109.51,94.004,2,3,-1,6.052,12.412,-6.360000000000001
2003,1242,1429,1.0,81.166,0.498,41.768,17.042,13.881,111.868,93.143,63.448,0.433,33.5,13.483,6.931,104.948,98.78,2,15,-15,6.052,97.56,-91.50800000000001
2003,1246,1237,1.0,76.39,0.49,35.89,15.094,11.953,113.184,92.292,68.15,0.417,32.334,11.716,8.934,96.645,91.272,1,16,-15,1.845,157.363,-155.518
2003,1246,1266,0.0,76.39,0.49,35.89,15.094,11.953,113.184,92.292,78.96,0.484,35.04,15.76,9.4,116.852,103.63,1,3,-2,1.845,10.278,-8.433
2003,1246,1428,1.0,76.39,0.49,35.89,15.094,11.953,113.184,92.292,61.966,0.403,31.086,10.569,9.12,96.844,89.592,1,9,-8,1.845,30.087,-28.242
2003,1246,1458,1.0,76.39,0.49,35.89,15.094,11.953,113.184,92.292,67.84,0.457,31.43,12.859,9.032,109.051,96.242,1,5,-4,1.845,18.577,-16.732000000000003
2003,1257,1122,1.0,80.457,0.485,36.888,16.13,12.465,115.28,97.444,66.634,0.451,31.827,12.096,9.866,95.404,90.536,4,13,-9,11.546,98.538,-86.99199999999999
2003,1257,1139,0.0,80.457,0.485,36.888,16.13,12.465,115.28,97.444,64.286,0.462,26.643,12.322,7.458,109.312,99.132,4,12,-8,11.546,38.044,-26.497999999999998
2003,1261,1345,0.0,64.7,0.411,34.784,11.766,10.916,96.786,87.036,72.602,0.438,33.815,10.398,9.806,102.646,88.214,8,9,-1,29.857,35.978,-6.121000000000002
2003,1264,1393,0.0,70.586,0.407,31.31,14.931,12.035,103.188,96.046,78.857,0.492,39.369,15.042,15.572,109.51,94.004,14,3,15,64.154,12.412,51.742
2003,1266,1221,1.0,78.96,0.484,35.04,15.76,9.4,116.852,103.63,68.893,0.454,35.304,14.785,8.732,111.154,99.856,3,14,-15,10.278,67.176,-56.898
2003,1266,1242,0.0,78.96,0.484,35.04,15.76,9.4,116.852,103.63,81.166,0.498,41.768,17.042,13.881,111.868,93.143,3,2,1,10.278,6.052,4.226000000000001
2003,1266,1246,1.0,78.96,0.484,35.04,15.76,9.4,116.852,103.63,76.39,0.49,35.89,15.094,11.953,113.184,92.292,3,1,2,10.278,1.845,8.433
2003,1266,1281,1.0,78.96,0.484,35.04,15.76,9.4,116.852,103.63,76.884,0.464,39.35,13.416,9.416,108.588,100.475,3,6,-3,10.278,25.118,-14.839999999999998
2003,1266,1338,1.0,78.96,0.484,35.04,15.76,9.4,116.852,103.63,76.339,0.522,33.752,18.046,12.77,116.916,91.825,3,2,1,10.278,6.474,3.8040000000000003
2003,1268,1277,0.0,75.393,0.464,38.084,16.78,13.75,107.75,92.812,69.008,0.461,35.358,13.25,8.175,107.682,92.581,6,7,-1,21.639,37.473,-15.834
2003,1268,1423,1.0,75.393,0.464,38.084,16.78,13.75,107.75,92.812,72.104,0.412,31.086,15.396,9.707,110.793,99.724,6,11,-5,21.639,53.956,-32.31700000000001
2003,1268,1462,1.0,75.393,0.464,38.084,16.78,13.75,107.75,92.812,73.0,0.416,38.59,16.107,6.91,107.86,93.58,6,3,3,21.639,13.577,8.062
2003,1272,1113,0.0,72.74,0.402,40.889,13.815,9.834,104.06,96.465,78.286,0.475,35.446,15.09,10.446,112.766,98.23,7,10,-3,23.042,35.0,-11.957999999999998
2003,1277,1160,1.0,69.008,0.461,35.358,13.25,8.175,107.682,92.581,69.4,0.438,38.666,11.066,13.366,99.146,93.882,7,10,-3,37.473,40.396,-2.923000000000002
2003,1277,1196,1.0,69.008,0.461,35.358,13.25,8.175,107.682,92.581,70.302,0.46,32.896,16.164,8.62,108.519,88.91,7,2,5,37.473,7.557,29.915999999999997
2003,1277,1268,1.0,69.008,0.461,35.358,13.25,8.175,107.682,92.581,75.393,0.464,38.084,16.78,13.75,107.75,92.812,7,6,1,37.473,21.639,15.834
2003,1277,1400,0.0,69.008,0.461,35.358,13.25,8.175,107.682,92.581,80.423,0.442,41.138,14.45,9.058,114.736,99.563,7,1,6,37.473,5.753,31.72
2003,1280,1139,0.0,57.983,0.418,33.5,12.189,11.224,96.833,87.724,64.286,0.462,26.643,12.322,7.458,109.312,99.132,5,12,-7,19.323,38.044,-18.720999999999997
2003,1281,1266,0.0,76.884,0.464,39.35,13.416,9.416,108.588,100.475,78.96,0.484,35.04,15.76,9.4,116.852,103.63,6,3,3,25.118,10.278,14.839999999999998
2003,1281,1356,1.0,76.884,0.464,39.35,13.416,9.416,108.588,100.475,72.767,0.436,31.15,16.284,8.584,101.388,95.381,6,11,-5,25.118,44.143,-19.025000000000002
2003,1301,1143,0.0,73.0,0.452,33.896,15.362,11.758,107.843,101.483,72.464,0.47,33.16,13.678,9.446,107.607,101.484,9,8,1,53.758,31.653,22.105000000000004
2003,1323,1112,0.0,74.923,0.434,38.25,14.023,11.113,103.096,95.502,84.578,0.458,43.301,18.042,13.097,111.26,93.396,5,1,4,20.608,1.794,18.814
2003,1323,1228,1.0,74.923,0.434,38.25,14.023,11.113,103.096,95.502,68.966,0.437,37.317,15.884,11.05,104.115,91.351,5,4,1,20.608,12.32,8.288
2003,1323,1454,1.0,74.923,0.434,38.25,14.023,11.113,103.096,95.502,73.138,0.412,35.793,16.138,13.258,102.3,94.908,5,12,-7,20.608,52.484,-31.876
2003,1328,1139,1.0,67.384,0.442,36.102,14.088,10.172,107.091,89.339,64.286,0.462,26.643,12.322,7.458,109.312,99.132,1,12,-15,8.423,38.044,-29.620999999999995
2003,1328,1143,1.0,67.384,0.442,36.102,14.088,10.172,107.091,89.339,72.464,0.47,33.16,13.678,9.446,107.607,101.484,1,8,-7,8.423,31.653,-23.229999999999997
2003,1328,1354,1.0,67.384,0.442,36.102,14.088,10.172,107.091,89.339,63.4,0.432,33.116,9.134,9.95,91.152,87.01,1,16,-15,8.423,219.747,-211.324
2003,1328,1393,0.0,67.384,0.442,36.102,14.088,10.172,107.091,89.339,78.857,0.492,39.369,15.042,15.572,109.51,94.004,1,3,-2,8.423,12.412,-3.9890000000000008
2003,1329,1335,1.0,67.625,0.444,33.857,13.875,13.196,98.086,85.432,66.75,0.48,24.019,15.923,7.134,104.968,94.866,6,11,-5,25.031,53.593,-28.562000000000005
2003,1329,1393,0.0,67.625,0.444,33.857,13.875,13.196,98.086,85.432,78.857,0.492,39.369,15.042,15.572,109.51,94.004,6,3,3,25.031,12.412,12.618999999999998
2003,1332,1428,0.0,70.11,0.403,38.938,12.734,9.406,96.539,88.417,61.966,0.403,31.086,10.569,9.12,96.844,89.592,8,9,-1,37.462,30.087,7.3750000000000036
2003,1335,1329,0.0,66.75,0.48,24.019,15.923,7.134,104.968,94.866,67.625,0.444,33.857,13.875,13.196,98.086,85.432,11,6,5,53.593,25.031,28.562000000000005
2003,1338,1231,1.0,76.339,0.522,33.752,18.046,12.77,116.916,91.825,65.016,0.42,32.172,13.906,6.89,106.298,96.502,2,7,-5,6.474,42.495,-36.021
2003,1338,1266,0.0,76.339,0.522,33.752,18.046,12.77,116.916,91.825,78.96,0.484,35.04,15.76,9.4,116.852,103.63,2,3,-1,6.474,10.278,-3.8040000000000003
2003,1338,1447,1.0,76.339,0.522,33.752,18.046,12.77,116.916,91.825,68.45,0.446,31.766,14.666,9.134,99.435,93.339,2,15,-15,6.474,165.088,-158.614
2003,1345,1261,1.0,72.602,0.438,33.815,10.398,9.806,102.646,88.214,64.7,0.411,34.784,11.766,10.916,96.786,87.036,9,8,1,35.978,29.857,6.121000000000002
2003,1345,1400,0.0,72.602,0.438,33.815,10.398,9.806,102.646,88.214,80.423,0.442,41.138,14.45,9.058,114.736,99.563,9,1,8,35.978,5.753,30.225
2003,1354,1328,0.0,63.4,0.432,33.116,9.134,9.95,91.152,87.01,67.384,0.442,36.102,14.088,10.172,107.091,89.339,16,1,15,219.747,8.423,211.324
2003,1356,1281,0.0,72.767,0.436,31.15,16.284,8.584,101.388,95.381,76.884,0.464,39.35,13.416,9.416,108.588,100.475,11,6,5,44.143,25.118,19.025000000000002
2003,1358,1196,0.0,63.212,0.396,36.788,12.731,9.25,92.384,85.514,70.302,0.46,32.896,16.164,8.62,108.519,88.91,15,2,15,123.802,7.557,116.245
2003,1360,1390,0.0,71.797,0.4,39.945,11.778,5.982,102.018,96.663,74.233,0.446,37.966,14.465,9.483,106.557,98.952,13,4,9,86.297,21.773,64.524
2003,1386,1120,0.0,66.554,0.409,35.625,12.41,12.446,103.552,94.122,70.029,0.449,35.724,12.856,12.012,103.42,94.758,7,10,-3,23.185,45.44,-22.255
2003,1390,1163,0.0,74.233,0.446,37.966,14.465,9.483,106.557,98.952,76.661,0.438,42.126,13.293,12.046,106.12,94.43,4,5,-1,21.773,32.226,-10.453
2003,1390,1360,1.0,74.233,0.446,37.966,14.465,9.483,106.557,98.952,71.797,0.4,39.945,11.778,5.982,102.018,96.663,4,13,-9,21.773,86.297,-64.524
2003,1393,1120,1.0,78.857,0.492,39.369,15.042,15.572,109.51,94.004,70.029,0.449,35.724,12.856,12.012,103.42,94.758,3,10,-7,12.412,45.44,-33.028
2003,1393,1242,1.0,78.857,0.492,39.369,15.042,15.572,109.51,94.004,81.166,0.498,41.768,17.042,13.881,111.868,93.143,3,2,1,12.412,6.052,6.360000000000001
2003,1393,1264,1.0,78.857,0.492,39.369,15.042,15.572,109.51,94.004,70.586,0.407,31.31,14.931,12.035,103.188,96.046,3,14,-15,12.412,64.154,-51.742
2003,1393,1328,1.0,78.857,0.492,39.369,15.042,15.572,109.51,94.004,67.384,0.442,36.102,14.088,10.172,107.091,89.339,3,1,2,12.412,8.423,3.9890000000000008
2003,1393,1329,1.0,78.857,0.492,39.369,15.042,15.572,109.51,94.004,67.625,0.444,33.857,13.875,13.196,98.086,85.432,3,6,-3,12.412,25.031,-12.618999999999998
2003,1393,1400,1.0,78.857,0.492,39.369,15.042,15.572,109.51,94.004,80.423,0.442,41.138,14.45,9.058,114.736,99.563,3,1,2,12.412,5.753,6.659000000000001
2003,1400,1163,1.0,80.423,0.442,41.138,14.45,9.058,114.736,99.563,76.661,0.438,42.126,13.293,12.046,106.12,94.43,1,5,-4,5.753,32.226,-26.473
2003,1400,1277,1.0,80.423,0.442,41.138,14.45,9.058,114.736,99.563,69.008,0.461,35.358,13.25,8.175,107.682,92.581,1,7,-6,5.753,37.473,-31.72
2003,1400,1345,1.0,80.423,0.442,41.138,14.45,9.058,114.736,99.563,72.602,0.438,33.815,10.398,9.806,102.646,88.214,1,9,-8,5.753,35.978,-30.225
2003,1400,1393,0.0,80.423,0.442,41.138,14.45,9.058,114.736,99.563,78.857,0.492,39.369,15.042,15.572,109.51,94.004,1,3,-2,5.753,12.412,-6.659000000000001
2003,1400,1421,1.0,80.423,0.442,41.138,14.45,9.058,114.736,99.563,74.196,0.426,36.178,12.018,10.0,104.07,99.082,1,16,-15,5.753,247.319,-241.56599999999997
2003,1407,1462,0.0,69.184,0.394,36.384,14.034,13.366,100.288,92.538,73.0,0.416,38.59,16.107,6.91,107.86,93.58,14,3,15,75.242,13.577,61.665000000000006
2003,1409,1173,1.0,72.8,0.486,37.284,14.916,9.016,109.426,96.205,71.896,0.438,32.328,13.104,7.155,108.392,101.922,13,4,9,62.703,24.433,38.27
2003,1409,1458,0.0,72.8,0.486,37.284,14.916,9.016,109.426,96.205,67.84,0.457,31.43,12.859,9.032,109.051,96.242,13,5,8,62.703,18.577,44.126000000000005
2003,1411,1421,0.0,78.4,0.441,41.484,15.1,6.834,105.585,101.654,74.196,0.426,36.178,12.018,10.0,104.07,99.082,16,16,0,250.934,247.319,3.615000000000009
2003,1421,1400,0.0,74.196,0.426,36.178,12.018,10.0,104.07,99.082,80.423,0.442,41.138,14.45,9.058,114.736,99.563,16,1,15,247.319,5.753,241.56599999999997
2003,1421,1411,1.0,74.196,0.426,36.178,12.018,10.0,104.07,99.082,78.4,0.441,41.484,15.1,6.834,105.585,101.654,16,16,0,247.319,250.934,-3.615000000000009
2003,1423,1268,0.0,72.104,0.412,31.086,15.396,9.707,110.793,99.724,75.393,0.464,38.084,16.78,13.75,107.75,92.812,11,6,5,53.956,21.639,32.31700000000001
2003,1428,1246,0.0,61.966,0.403,31.086,10.569,9.12,96.844,89.592,76.39,0.49,35.89,15.094,11.953,113.184,92.292,9,1,8,30.087,1.845,28.242
2003,1428,1332,1.0,61.966,0.403,31.086,10.569,9.12,96.844,89.592,70.11,0.403,38.938,12.734,9.406,96.539,88.417,9,8,1,30.087,37.462,-7.3750000000000036
2003,1429,1242,0.0,63.448,0.433,33.5,13.483,6.931,104.948,98.78,81.166,0.498,41.768,17.042,13.881,111.868,93.143,15,2,15,97.56,6.052,91.50800000000001
2003,1436,1112,0.0,59.37,0.38,36.24,13.166,11.426,85.146,78.91,84.578,0.458,43.301,18.042,13.097,111.26,93.396,16,1,15,165.011,1.794,163.21699999999998
2003,1443,1228,0.0,66.634,0.422,35.384,12.05,10.85,103.661,95.297,68.966,0.437,37.317,15.884,11.05,104.115,91.351,13,4,9,59.055,12.32,46.735
2003,1447,1338,0.0,68.45,0.446,31.766,14.666,9.134,99.435,93.339,76.339,0.522,33.752,18.046,12.77,116.916,91.825,15,2,15,165.088,6.474,158.614
2003,1448,1120,0.0,73.707,0.426,41.595,11.793,13.146,105.193,96.194,70.029,0.449,35.724,12.856,12.012,103.42,94.758,2,10,-8,10.515,45.44,-34.925
2003,1448,1190,1.0,73.707,0.426,41.595,11.793,13.146,105.193,96.194,76.352,0.43,38.018,10.518,15.982,100.826,96.942,2,15,-15,10.515,135.758,-125.24300000000001
2003,1451,1458,0.0,73.834,0.436,37.982,11.685,5.852,112.628,106.076,67.84,0.457,31.43,12.859,9.032,109.051,96.242,12,5,7,58.78,18.577,40.203
2003,1454,1323,0.0,73.138,0.412,35.793,16.138,13.258,102.3,94.908,74.923,0.434,38.25,14.023,11.113,103.096,95.502,12,5,7,52.484,20.608,31.876
2003,1458,1246,0.0,67.84,0.457,31.43,12.859,9.032,109.051,96.242,76.39,0.49,35.89,15.094,11.953,113.184,92.292,5,1,4,18.577,1.845,16.732000000000003
2003,1458,1409,1.0,67.84,0.457,31.43,12.859,9.032,109.051,96.242,72.8,0.486,37.284,14.916,9.016,109.426,96.205,5,13,-8,18.577,62.703,-44.126000000000005
2003,1458,1451,1.0,67.84,0.457,31.43,12.859,9.032,109.051,96.242,73.834,0.436,37.982,11.685,5.852,112.628,106.076,5,12,-7,18.577,58.78,-40.203
2003,1462,1268,0.0,73.0,0.416,38.59,16.107,6.91,107.86,93.58,75.393,0.464,38.084,16.78,13.75,107.75,92.812,3,6,-3,13.577,21.639,-8.062
2003,1462,1407,1.0,73.0,0.416,38.59,16.107,6.91,107.86,93.58,69.184,0.394,36.384,14.034,13.366,100.288,92.538,3,14,-15,13.577,75.242,-61.665000000000006
2004,1102,1314,0.0,56.037,0.46,21.037,14.148,9.537,100.33,89.342,75.908,0.43,37.805,15.556,11.26,108.304,98.349,11,6,5,39.82,15.654,24.166
2004,1104,1163,0.0,72.102,0.448,33.055,12.412,10.653,111.19,100.917,77.517,0.477,44.516,15.55,12.066,113.385,91.357,8,2,6,35.908,8.626,27.282000000000004
2004,1104,1356,1.0,72.102,0.448,33.055,12.412,10.653,111.19,100.917,67.714,0.427,32.643,14.607,9.196,106.473,98.823,8,9,-1,35.908,27.771,8.137
2004,1104,1390,1.0,72.102,0.448,33.055,12.412,10.653,111.19,100.917,71.414,0.456,40.233,13.854,10.931,105.655,86.388,8,1,7,35.908,5.421,30.487000000000002
2004,1104,1393,1.0,72.102,0.448,33.055,12.412,10.653,111.19,100.917,73.631,0.463,35.322,13.512,11.875,110.418,102.677,8,5,3,35.908,24.745,11.163
2004,1106,1181,0.0,60.966,0.403,32.638,8.535,9.0,87.965,83.283,80.28,0.476,37.342,15.226,14.445,116.114,92.224,16,1,15,263.884,2.065,261.819
2004,1112,1371,0.0,81.758,0.506,34.293,15.448,9.258,113.514,106.266,71.334,0.452,32.269,12.287,7.444,107.27,97.444,9,8,1,32.848,29.153,3.6950000000000003
2004,1130,1210,0.0,62.0,0.471,31.976,16.355,10.048,101.967,92.498,73.483,0.456,37.334,13.866,12.8,104.06,92.113,6,3,3,33.828,11.509,22.319000000000003
2004,1130,1428,1.0,62.0,0.471,31.976,16.355,10.048,101.967,92.498,58.258,0.428,30.258,12.448,4.948,101.938,93.305,6,11,-5,33.828,41.939,-8.110999999999997
2004,1140,1393,0.0,73.288,0.478,34.75,16.634,6.769,119.727,113.25,73.631,0.463,35.322,13.512,11.875,110.418,102.677,12,5,7,32.582,24.745,7.837
2004,1150,1403,0.0,76.232,0.441,36.946,15.196,13.357,108.218,100.666,71.416,0.473,32.933,15.534,10.016,108.288,100.848,9,8,1,31.878,32.949,-1.070999999999998
2004,1153,1190,1.0,75.258,0.462,38.439,17.052,11.483,111.545,99.217,77.696,0.428,37.893,14.715,15.25,105.898,99.506,4,13,-9,14.14,67.429,-53.289
2004,1153,1228,0.0,75.258,0.462,38.439,17.052,11.483,111.545,99.217,73.563,0.48,34.161,18.644,9.793,115.69,95.901,4,5,-1,14.14,17.449,-3.309000000000001
2004,1163,1104,1.0,77.517,0.477,44.516,15.55,12.066,113.385,91.357,72.102,0.448,33.055,12.412,10.653,111.19,100.917,2,8,-6,8.626,35.908,-27.282000000000004
2004,1163,1177,1.0,77.517,0.477,44.516,15.55,12.066,113.385,91.357,68.146,0.422,38.672,13.026,6.034,101.211,92.596,2,7,-5,8.626,53.418,-44.792
2004,1163,1181,1.0,77.517,0.477,44.516,15.55,12.066,113.385,91.357,80.28,0.476,37.342,15.226,14.445,116.114,92.224,2,1,1,8.626,2.065,6.561
2004,1163,1210,1.0,77.517,0.477,44.516,15.55,12.066,113.385,91.357,73.483,0.456,37.334,13.866,12.8,104.06,92.113,2,3,-1,8.626,11.509,-2.883000000000001
2004,1163,1435,1.0,77.517,0.477,44.516,15.55,12.066,113.385,91.357,70.08,0.454,31.069,15.31,10.253,109.175,97.478,2,6,-4,8.626,23.564,-14.938
2004,1163,1436,1.0,77.517,0.477,44.516,15.55,12.066,113.385,91.357,60.0,0.374,32.914,12.276,8.983,93.264,86.905,2,15,-15,8.626,143.632,-135.006
2004,1173,1177,0.0,68.129,0.398,43.968,13.08,7.629,95.708,90.755,68.146,0.422,38.672,13.026,6.034,101.211,92.596,10,7,3,50.806,53.418,-2.612000000000002
2004,1177,1163,0.0,68.146,0.422,38.672,13.026,6.034,101.211,92.596,77.517,0.477,44.516,15.55,12.066,113.385,91.357,7,2,5,53.418,8.626,44.792
2004,1177,1173,1.0,68.146,0.422,38.672,13.026,6.034,101.211,92.596,68.129,0.398,43.968,13.08,7.629,95.708,90.755,7,10,-3,53.418,50.806,2.612000000000002
2004,1181,1106,1.0,80.28,0.476,37.342,15.226,14.445,116.114,92.224,60.966,0.403,32.638,8.535,9.0,87.965,83.283,1,16,-15,2.065,263.884,-261.819
